Code_postal,Nom_commune,Zonage
1400,L'Abergement-Clémenciat,2_ZAC
1640,L'Abergement-de-Varey,2_ZAC
1500,Ambérieu-en-Bugey,2_ZAC
1330,Ambérieux-en-Dombes,2_ZAC
1300,Ambléon,2_ZAC
1500,Ambronay,2_ZAC
1500,Ambutrix,2_ZAC
1300,Andert-et-Condon,2_ZAC
1350,Anglefort,1_ZIP
1100,Apremont,1_ZIP
1110,Aranc,1_ZIP
1230,Arandas,2_ZAC
1100,Arbent,1_ZIP
1300,Arboys en Bugey,2_ZAC
1300,Arboys en Bugey,2_ZAC
1190,Arbigny,1_ZIP
1230,Argis,1_ZIP
1510,Armix,1_ZIP
1480,Ars-sur-Formans,2_ZAC
1510,Artemare,2_ZAC
1570,Asnières-sur-Saône,1_ZIP
1340,Attignat,1_ZIP
1380,Bâgé-Dommartin,2_ZAC
1380,Bâgé-Dommartin,2_ZAC
1380,Bâgé-le-Châtel,2_ZAC
1360,Balan,2_ZAC
1990,Baneins,2_ZAC
1270,Beaupont,1_ZIP
1480,Beauregard,2_ZAC
1100,Bellignat,1_ZIP
1360,Béligneux,2_ZAC
1360,Béligneux,2_ZAC
1360,Béligneux,2_ZAC
1360,Béligneux,2_ZAC
1200,Valserhône,1_ZIP
1200,Valserhône,1_ZIP
1200,Valserhône,1_ZIP
1200,Valserhône,1_ZIP
1200,Valserhône,1_ZIP
1300,Belley,2_ZAC
1130,Belleydoux,1_ZIP
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1260,Valromey-sur-Séran,2_ZAC
1470,Bénonces,1_ZIP
1370,Bény,2_ZAC
1340,Béréziat,1_ZIP
1500,Bettant,2_ZAC
1290,Bey,1_ZIP
1700,Beynost,2_ZAC
1200,Billiat,1_ZIP
1330,Birieux,2_ZAC
1290,Biziat,1_ZIP
1150,Blyes,2_ZAC
1120,La Boisse,2_ZAC
1190,Boissey,1_ZIP
1380,Boissey,1_ZIP
1450,Bolozon,1_ZIP
1330,Bouligneux,2_ZAC
1000,Bourg-en-Bresse,2_ZAC
1000,Bourg-en-Bresse,2_ZAC
1800,Bourg-Saint-Christophe,1_ZIP
1800,Bourg-Saint-Christophe,1_ZIP
1640,Boyeux-Saint-Jérôme,2_ZAC
1190,Boz,1_ZIP
1300,Brégnier-Cordon,2_ZAC
1110,Brénod,1_ZIP
1300,Brens,2_ZAC
1360,Bressolles,2_ZAC
1360,Bressolles,2_ZAC
1460,Brion,1_ZIP
1470,Briord,1_ZIP
1310,Buellas,2_ZAC
1310,Buellas,2_ZAC
1510,La Burbanche,2_ZAC
1430,Ceignes,1_ZIP
1450,Cerdon,2_ZAC
1240,Certines,2_ZAC
1170,Cessy,1_ZIP
1250,Ceyzériat,2_ZAC
1350,Ceyzérieu,2_ZAC
1320,Chalamont,1_ZIP
1480,Chaleins,2_ZAC
1230,Chaley,1_ZIP
1450,Challes-la-Montagne,2_ZAC
1630,Challex,1_ZIP
1260,Champagne-en-Valromey,2_ZAC
1260,Champagne-en-Valromey,2_ZAC
1260,Champagne-en-Valromey,2_ZAC
1110,Champdor-Corcelles,1_ZIP
1110,Champdor-Corcelles,1_ZIP
1410,Champfromier,1_ZIP
1420,Chanay,1_ZIP
1990,Chaneins,2_ZAC
1400,Chanoz-Châtenay,2_ZAC
1240,La Chapelle-du-Châtelard,2_ZAC
1130,Charix,1_ZIP
1800,Charnoz-sur-Ain,1_ZIP
1500,Château-Gaillard,2_ZAC
1320,Châtenay,1_ZIP
1320,Châtillon-la-Palud,2_ZAC
1400,Châtillon-sur-Chalaronne,2_ZAC
1190,Chavannes-sur-Reyssouze,1_ZIP
1250,Nivigne et Suran,2_ZAC
1250,Nivigne et Suran,2_ZAC
1660,Chaveyriat,1_ZIP
1300,Chazey-Bons,2_ZAC
1510,Chazey-Bons,2_ZAC
1150,Chazey-sur-Ain,1_ZIP
1510,Cheignieu-la-Balme,2_ZAC
1430,Chevillard,1_ZIP
1190,Chevroux,1_ZIP
1170,Chevry,1_ZIP
1200,Chézery-Forens,1_ZIP
1410,Chézery-Forens,1_ZIP
1390,Civrieux,2_ZAC
1250,Cize,2_ZAC
1230,Cleyzieu,2_ZAC
1270,Coligny,1_ZIP
1550,Collonges,1_ZIP
1300,Colomieu,2_ZAC
1230,Conand,2_ZAC
1430,Condamine,1_ZIP
1400,Condeissiat,1_ZIP
1200,Confort,1_ZIP
1310,Confrançon,1_ZIP
1300,Contrevoz,2_ZAC
1300,Conzieu,2_ZAC
1420,Corbonod,1_ZIP
1110,Corlier,1_ZIP
1290,Cormoranche-sur-Saône,2_ZAC
1560,Cormoz,1_ZIP
1250,Corveissiat,2_ZAC
1370,Courmangoux,1_ZIP
1560,Courtes,1_ZIP
1320,Crans,1_ZIP
1340,Bresse Vallons,1_ZIP
1340,Bresse Vallons,1_ZIP
1350,Cressin-Rochefort,2_ZAC
1290,Crottet,2_ZAC
1750,Crottet,2_ZAC
1170,Crozet,1_ZIP
1290,Cruzilles-lès-Mépillat,2_ZAC
1350,Culoz-Béon,2_ZAC
1350,Culoz-Béon,2_ZAC
1560,Curciat-Dongalon,1_ZIP
1310,Curtafond,1_ZIP
1300,Cuzieu,2_ZAC
1120,Dagneux,2_ZAC
1220,Divonne-les-Bains,1_ZIP
1240,Dompierre-sur-Veyle,2_ZAC
1400,Dompierre-sur-Chalaronne,2_ZAC
1270,Domsure,1_ZIP
1590,Dortan,1_ZIP
1500,Douvres,2_ZAC
1250,Drom,2_ZAC
1160,Druillat,2_ZAC
1130,Échallon,1_ZIP
1170,Échenevex,1_ZIP
1230,Évosges,1_ZIP
1800,Faramans,1_ZIP
1480,Fareins,2_ZAC
1550,Farges,1_ZIP
1570,Feillens,2_ZAC
1210,Ferney-Voltaire,1_ZIP
1350,Flaxieu,2_ZAC
1340,Foissiat,1_ZIP
1090,Francheleins,2_ZAC
1090,Francheleins,2_ZAC
1090,Francheleins,2_ZAC
1480,Frans,2_ZAC
1140,Garnerans,1_ZIP
1090,Genouilleux,2_ZAC
1460,Béard-Géovreissiat,1_ZIP
1100,Géovreisset,1_ZIP
1170,Gex,1_ZIP
1130,Giron,1_ZIP
1190,Gorrevod,1_ZIP
1250,Grand-Corent,2_ZAC
1290,Grièges,2_ZAC
1220,Grilly,1_ZIP
1100,Groissiat,1_ZIP
1090,Guéreins,2_ZAC
1250,Hautecourt-Romanèche,2_ZAC
1250,Hautecourt-Romanèche,2_ZAC
1110,Plateau d'Hauteville,1_ZIP
1110,Plateau d'Hauteville,1_ZIP
1110,Plateau d'Hauteville,1_ZIP
1110,Plateau d'Hauteville,1_ZIP
1260,Haut Valromey,1_ZIP
1260,Haut Valromey,1_ZIP
1260,Haut Valromey,1_ZIP
1260,Haut Valromey,1_ZIP
1260,Haut Valromey,1_ZIP
1140,Illiat,1_ZIP
1200,Injoux-Génissiat,1_ZIP
1200,Injoux-Génissiat,1_ZIP
1680,Innimond,2_ZAC
1430,Izenave,1_ZIP
1580,Izernore,1_ZIP
1300,Izieu,2_ZAC
1480,Jassans-Riottier,2_ZAC
1250,Jasseron,2_ZAC
1340,Jayat,1_ZIP
1250,Journans,2_ZAC
1800,Joyeux,2_ZAC
1640,Jujurieux,2_ZAC
1450,Labalme,1_ZIP
1150,Lagnieu,2_ZAC
1290,Laiz,2_ZAC
1130,Le Poizat-Lalleyriat,1_ZIP
1130,Le Poizat-Lalleyriat,1_ZIP
1430,Lantenay,1_ZIP
1330,Lapeyrouse,2_ZAC
1350,Lavours,2_ZAC
1200,Léaz,1_ZIP
1410,Lélex,1_ZIP
1240,Lent,2_ZAC
1560,Lescheroux,1_ZIP
1150,Leyment,2_ZAC
1450,Leyssard,1_ZIP
1420,Surjoux-Lhopital,1_ZIP
1420,Surjoux-Lhopital,1_ZIP
1680,Lhuis,1_ZIP
1680,Lompnas,1_ZIP
1360,Loyettes,2_ZAC
1090,Lurcy,2_ZAC
1300,Magnieu,2_ZAC
1300,Magnieu,2_ZAC
1430,Maillat,1_ZIP
1340,Malafretaz,1_ZIP
1560,Mantenay-Montlin,1_ZIP
1570,Manziat,1_ZIP
1851,Marboz,1_ZIP
1680,Marchamp,2_ZAC
1300,Marignieu,2_ZAC
1240,Marlieux,2_ZAC
1340,Marsonnas,1_ZIP
1100,Martignat,1_ZIP
1600,Massieux,2_ZAC
1300,Massignieu-de-Rives,1_ZIP
1580,Matafelon-Granges,1_ZIP
1580,Matafelon-Granges,1_ZIP
1370,Meillonnas,2_ZAC
1450,Mérignat,2_ZAC
1480,Messimy-sur-Saône,2_ZAC
1800,Meximieux,1_ZIP
1250,Bohas-Meyriat-Rignat,2_ZAC
1250,Bohas-Meyriat-Rignat,2_ZAC
1250,Bohas-Meyriat-Rignat,2_ZAC
1660,Mézériat,1_ZIP
1170,Mijoux,1_ZIP
1410,Mijoux,1_ZIP
1390,Mionnay,2_ZAC
1700,Miribel,2_ZAC
1700,Miribel,2_ZAC
1700,Miribel,2_ZAC
1600,Misérieux,2_ZAC
1140,Mogneneins,1_ZIP
1250,Montagnat,2_ZAC
1470,Montagnieu,1_ZIP
1200,Montanges,1_ZIP
1090,Montceaux,2_ZAC
1310,Montcet,2_ZAC
1800,Le Montellier,1_ZIP
1390,Monthieux,2_ZAC
1120,Montluel,2_ZAC
1120,Montluel,2_ZAC
1120,Montluel,2_ZAC
1090,Montmerle-sur-Saône,2_ZAC
1310,Montracol,2_ZAC
1460,Montréal-la-Cluse,1_ZIP
1340,Montrevel-en-Bresse,1_ZIP
1460,Nurieux-Volognat,1_ZIP
1460,Nurieux-Volognat,1_ZIP
1300,Murs-et-Gélignieux,2_ZAC
1130,Nantua,1_ZIP
1460,Nantua,1_ZIP
1400,Neuville-les-Dames,2_ZAC
1160,Neuville-sur-Ain,2_ZAC
1130,Les Neyrolles,1_ZIP
1700,Neyron,3_HZ
1120,Niévroz,2_ZAC
1230,Nivollet-Montgriffon,2_ZAC
1230,Oncieu,2_ZAC
1510,Ordonnaz,2_ZAC
1210,Ornex,1_ZIP
1430,Outriaz,1_ZIP
1100,Oyonnax,1_ZIP
1100,Oyonnax,1_ZIP
1100,Oyonnax,1_ZIP
1190,Ozan,1_ZIP
1600,Parcieux,2_ZAC
1300,Parves et Nattages,1_ZIP
1300,Parves et Nattages,1_ZIP
1630,Péron,1_ZIP
1960,Péronnas,2_ZAC
1800,Pérouges,1_ZIP
1540,Perrex,1_ZIP
1430,Peyriat,1_ZIP
1300,Peyrieu,2_ZAC
1140,Peyzieux-sur-Saône,1_ZIP
1270,Pirajoux,1_ZIP
1120,Pizay,2_ZAC
1130,Plagne,1_ZIP
1330,Le Plantay,2_ZAC
1310,Polliat,2_ZAC
1350,Pollieu,2_ZAC
1450,Poncin,2_ZAC
1160,Pont-d'Ain,2_ZAC
1190,Pont-de-Vaux,1_ZIP
1290,Pont-de-Veyle,2_ZAC
1460,Port,1_ZIP
1550,Pougny,1_ZIP
1250,Pouillat,1_ZIP
1300,Prémeyzel,2_ZAC
1110,Prémillieu,1_ZIP
1280,Prévessin-Moëns,1_ZIP
1280,Prévessin-Moëns,1_ZIP
1160,Priay,2_ZAC
1250,Ramasse,2_ZAC
1390,Rancé,3_HZ
1990,Relevant,2_ZAC
1750,Replonges,2_ZAC
1250,Revonnas,2_ZAC
1600,Reyrieux,3_HZ
1190,Reyssouze,1_ZIP
1800,Rignieux-le-Franc,1_ZIP
1400,Romans,2_ZAC
1510,Rossillon,2_ZAC
1450,Saint-Alban,2_ZAC
1380,Saint-André-de-Bâgé,2_ZAC
1390,Saint-André-de-Corcy,2_ZAC
1290,Saint-André-d'Huiriat,2_ZAC
1240,Saint-André-le-Bouchoux,2_ZAC
1960,Saint-André-sur-Vieux-Jonc,2_ZAC
1190,Saint-Bénigne,1_ZIP
1300,Groslée-Saint-Benoit,1_ZIP
1300,Groslée-Saint-Benoit,1_ZIP
1600,Saint-Bernard,3_HZ
1120,Sainte-Croix,2_ZAC
1380,Saint-Cyr-sur-Menthon,2_ZAC
1000,Saint-Denis-lès-Bourg,2_ZAC
1500,Saint-Denis-en-Bugey,2_ZAC
1340,Saint-Didier-d'Aussiat,1_ZIP
1600,Saint-Didier-de-Formans,3_HZ
1140,Saint-Didier-sur-Chalaronne,1_ZIP
1800,Saint-Éloi,1_ZIP
1370,Saint-Étienne-du-Bois,2_ZAC
1140,Saint-Étienne-sur-Chalaronne,1_ZIP
1190,Saint-Étienne-sur-Reyssouze,1_ZIP
1600,Sainte-Euphémie,3_HZ
1630,Saint-Genis-Pouilly,1_ZIP
1380,Saint-Genis-sur-Menthon,1_ZIP
1400,Saint-Georges-sur-Renon,2_ZAC
1130,Saint-Germain-de-Joux,1_ZIP
1300,Saint-Germain-les-Paroisses,2_ZAC
1240,Saint-Germain-sur-Renon,2_ZAC
1630,Saint-Jean-de-Gonville,1_ZIP
1800,Saint-Jean-de-Niost,1_ZIP
1390,Saint-Jean-de-Thurigneux,2_ZAC
1640,Saint-Jean-le-Vieux,2_ZAC
1560,Saint-Jean-sur-Reyssouze,1_ZIP
1290,Saint-Jean-sur-Veyle,2_ZAC
1150,Sainte-Julie,2_ZAC
1560,Saint-Julien-sur-Reyssouze,1_ZIP
1540,Saint-Julien-sur-Veyle,1_ZIP
1250,Saint-Just,2_ZAC
1750,Saint-Laurent-sur-Saône,2_ZAC
1390,Saint-Marcel,2_ZAC
1510,Saint-Martin-de-Bavel,2_ZAC
1430,Saint-Martin-du-Frêne,1_ZIP
1160,Saint-Martin-du-Mont,2_ZAC
1310,Saint-Martin-le-Châtel,1_ZIP
1700,Saint-Maurice-de-Beynost,2_ZAC
1800,Saint-Maurice-de-Gourdans,1_ZIP
1500,Saint-Maurice-de-Rémens,2_ZAC
1560,Saint-Nizier-le-Bouchoux,1_ZIP
1320,Saint-Nizier-le-Désert,2_ZAC
1330,Sainte-Olive,2_ZAC
1240,Saint-Paul-de-Varax,2_ZAC
1230,Saint-Rambert-en-Bugey,2_ZAC
1310,Saint-Rémy,2_ZAC
1150,Saint-Sorlin-en-Bugey,2_ZAC
1340,Saint-Sulpice,1_ZIP
1560,Saint-Trivier-de-Courtes,1_ZIP
1990,Saint-Trivier-sur-Moignans,2_ZAC
1150,Saint-Vulbas,2_ZAC
1270,Salavre,1_ZIP
1580,Samognat,1_ZIP
1400,Sandrans,2_ZAC
1150,Sault-Brénaz,1_ZIP
1220,Sauverny,1_ZIP
1480,Savigneux,2_ZAC
1170,Ségny,1_ZIP
1470,Seillonnaz,1_ZIP
1630,Sergy,1_ZIP
1190,Sermoyer,2_ZAC
1470,Serrières-de-Briord,1_ZIP
1450,Serrières-sur-Ain,2_ZAC
1960,Servas,2_ZAC
1560,Servignat,1_ZIP
1420,Seyssel,1_ZIP
1250,Simandre-sur-Suran,2_ZAC
1580,Sonthonnax-la-Montagne,1_ZIP
1580,Sonthonnax-la-Montagne,1_ZIP
1150,Souclin,2_ZAC
1400,Sulignat,1_ZIP
1510,Talissieu,2_ZAC
1230,Tenay,1_ZIP
1120,Thil,2_ZAC
1710,Thoiry,1_ZIP
1140,Thoissey,1_ZIP
1230,Torcieu,2_ZAC
1250,Tossiat,2_ZAC
1600,Toussieux,3_HZ
1390,Tramoyes,2_ZAC
1160,La Tranclière,2_ZAC
1370,Val-Revermont,2_ZAC
1370,Val-Revermont,2_ZAC
1370,Val-Revermont,2_ZAC
1600,Trévoux,3_HZ
1140,Valeins,2_ZAC
1660,Vandeins,1_ZIP
1160,Varambon,2_ZAC
1150,Vaux-en-Bugey,2_ZAC
1270,Verjon,1_ZIP
1560,Vernoux,1_ZIP
1330,Versailleux,2_ZAC
1210,Versonnex,1_ZIP
1170,Vesancy,1_ZIP
1560,Vescours,1_ZIP
1570,Vésines,2_ZAC
1430,Vieu-d'Izenave,1_ZIP
1330,Villars-les-Dombes,2_ZAC
1150,Villebois,1_ZIP
1270,Villemotier,1_ZIP
1480,Villeneuve,2_ZAC
1250,Villereversure,2_ZAC
1200,Villes,1_ZIP
1320,Villette-sur-Ain,2_ZAC
1800,Villieu-Loyes-Mollon,1_ZIP
1800,Villieu-Loyes-Mollon,1_ZIP
1800,Villieu-Loyes-Mollon,1_ZIP
1440,Viriat,2_ZAC
1510,Virieu-le-Grand,2_ZAC
1260,Arvière-en-Valromey,2_ZAC
1260,Arvière-en-Valromey,2_ZAC
1260,Arvière-en-Valromey,2_ZAC
1260,Arvière-en-Valromey,2_ZAC
1300,Virignin,1_ZIP
1350,Vongnes,2_ZAC
1540,Vonnas,1_ZIP
2300,Abbécourt,1_ZIP
2800,Achery,1_ZIP
2200,Acy,4_ZAR
2340,Agnicourt-et-Séchelles,1_ZIP
2190,Aguilcourt,4_ZAR
2110,Aisonville-et-Bernoville,2_ZAC
2820,Aizelles,4_ZAR
2370,Aizy-Jouy,4_ZAR
2370,Aizy-Jouy,4_ZAR
2240,Alaincourt,1_ZIP
2320,Allemant,1_ZIP
2290,Ambleny,2_ZAC
2200,Ambrief,2_ZAC
2190,Amifontaine,4_ZAR
2700,Amigny-Rouy,1_ZIP
2600,Ancienville,1_ZIP
2800,Andelain,1_ZIP
2800,Anguilcourt-le-Sart,1_ZIP
2320,Anizy-le-Grand,1_ZIP
2320,Anizy-le-Grand,1_ZIP
2320,Anizy-le-Grand,1_ZIP
2480,Annois,1_ZIP
2500,Any-Martin-Rieux,1_ZIP
2360,Archon,1_ZIP
2130,Arcy-Sainte-Restitue,2_ZAC
2130,Arcy-Sainte-Restitue,2_ZAC
2210,Armentières-sur-Ourcq,2_ZAC
2860,Arrancy,2_ZAC
2480,Artemps,1_ZIP
2270,Assis-sur-Serre,2_ZAC
2840,Athies-sous-Laon,2_ZAC
2490,Attilly,4_ZAR
2420,Aubencheul-aux-Bois,2_ZAC
2500,Aubenton,1_ZIP
2590,Aubigny-aux-Kaisnes,1_ZIP
2820,Aubigny-en-Laonnois,4_ZAR
2300,Audignicourt,2_ZAC
2120,Audigny,1_ZIP
2220,Augy,2_ZAC
2000,Aulnois-sous-Laon,2_ZAC
2360,Les Autels,1_ZIP
2250,Autremencourt,1_ZIP
2580,Autreppes,2_ZAC
2300,Autreville,1_ZIP
2400,Azy-sur-Marne,2_ZAC
2290,Bagneux,2_ZAC
2140,Bancigny,2_ZAC
2000,Barenton-Bugny,2_ZAC
2000,Barenton-Cel,2_ZAC
2270,Barenton-sur-Serre,2_ZAC
2700,Barisis-aux-Bois,1_ZIP
2170,Barzy-en-Thiérache,1_ZIP
2850,Barzy-sur-Marne,4_ZAR
2380,Bassoles-Aulers,1_ZIP
2330,Vallées en Champagne,2_ZAC
2330,Vallées en Champagne,2_ZAC
2330,Vallées en Champagne,2_ZAC
2220,Bazoches-et-Saint-Thibaut,4_ZAR
2220,Bazoches-et-Saint-Thibaut,4_ZAR
2500,Beaumé,1_ZIP
2300,Beaumont-en-Beine,1_ZIP
2110,Beaurevoir,2_ZAC
2160,Beaurieux,4_ZAR
2800,Beautor,1_ZIP
2590,Beauvois-en-Vermandois,1_ZIP
2110,Becquigny,2_ZAC
2400,Belleau,2_ZAC
2420,Bellenglise,4_ZAR
2200,Belleu,2_ZAC
2420,Bellicourt,2_ZAC
2440,Benay,1_ZIP
2450,Bergues-sur-Sambre,1_ZIP
2250,Berlancourt,1_ZIP
2340,Berlise,1_ZIP
2120,Bernot,4_ZAR
2290,Berny-Rivière,2_ZAC
2820,Berrieux,4_ZAR
2190,Berry-au-Bac,4_ZAR
2800,Bertaucourt-Epourdon,1_ZIP
2240,Berthenicourt,1_ZIP
2190,Bertricourt,4_ZAR
2300,Besmé,1_ZIP
2500,Besmont,1_ZIP
2870,Besny-et-Loizy,2_ZAC
2300,Béthancourt-en-Vaux,1_ZIP
2210,Beugneux,2_ZAC
2130,Beuvardes,2_ZAC
2310,Bézu-le-Guéry,1_ZIP
2400,Bézu-Saint-Germain,2_ZAC
2300,Bichancourt,1_ZIP
2290,Bieuxy,2_ZAC
2860,Bièvres,2_ZAC
2200,Billy-sur-Aisne,2_ZAC
2210,Billy-sur-Ourcq,1_ZIP
2160,Blanzy-lès-Fismes,4_ZAR
2300,Blérancourt,2_ZAC
2400,Blesmes,2_ZAC
2110,Bohain-en-Vermandois,2_ZAC
2270,Bois-lès-Pargny,1_ZIP
2350,Boncourt,4_ZAR
2400,Bonneil,2_ZAC
2400,Bonnesvalyn,2_ZAC
2420,Bony,2_ZAC
2250,Bosmont-sur-Serre,1_ZIP
2860,Bouconville-Vauclair,2_ZAC
2450,Boué,1_ZIP
2160,Bouffignereux,4_ZAR
2400,Bouresches,2_ZAC
2160,Bourg-et-Comin,4_ZAR
2300,Bourguignon-sous-Coucy,1_ZIP
2000,Bourguignon-sous-Montbavin,2_ZAC
2140,La Bouteille,2_ZAC
2220,Braine,2_ZAC
2320,Brancourt-en-Laonnois,1_ZIP
2110,Brancourt-le-Grand,2_ZAC
2400,Brasles,2_ZAC
2000,Braye-en-Laonnois,2_ZAC
2140,Braye-en-Thiérache,2_ZAC
2480,Bray-Saint-Christophe,1_ZIP
2880,Braye,2_ZAC
2210,Brécy,2_ZAC
2220,Brenelle,2_ZAC
2210,Breny,2_ZAC
2870,Brie,1_ZIP
2240,Brissay-Choigny,1_ZIP
2240,Brissy-Hamégicourt,1_ZIP
2810,Brumetz,1_ZIP
2360,Brunehamel,1_ZIP
2130,Bruyères-sur-Fère,2_ZAC
2860,Bruyères-et-Montbérault,2_ZAC
2220,Bruys,4_ZAR
2500,Bucilly,1_ZIP
2880,Bucy-le-Long,2_ZAC
2870,Bucy-lès-Cerny,2_ZAC
2350,Bucy-lès-Pierrepont,2_ZAC
2500,Buire,1_ZIP
2620,Buironfosse,1_ZIP
2140,Burelles,2_ZAC
2810,Bussiares,2_ZAC
2200,Buzancy,2_ZAC
2300,Caillouël-Crépigny,1_ZIP
2300,Camelin,2_ZAC
2300,Camelin,2_ZAC
2260,La Capelle,1_ZIP
2680,Castres,1_ZIP
2420,Le Catelet,2_ZAC
2490,Caulaincourt,4_ZAR
2300,Caumont,1_ZIP
2330,Celles-lès-Condé,2_ZAC
2370,Celles-sur-Aisne,2_ZAC
2240,Cerizy,1_ZIP
2860,Cerny-en-Laonnois,2_ZAC
2870,Cerny-lès-Bucy,2_ZAC
2220,Cerseuil,2_ZAC
2320,Cessières-Suzy,2_ZAC
2320,Cessières-Suzy,2_ZAC
2200,Chacrise,2_ZAC
2000,Chaillevois,1_ZIP
2270,Chalandry,2_ZAC
2000,Chambry,2_ZAC
2860,Chamouille,2_ZAC
2670,Champs,1_ZIP
2340,Chaourse,1_ZIP
2570,La Chapelle-sur-Chézy,1_ZIP
2310,Charly-sur-Marne,1_ZIP
2850,Le Charmel,2_ZAC
2800,Charmes,1_ZIP
2400,Chartèves,2_ZAC
2370,Chassemy,2_ZAC
2400,Château-Thierry,2_ZAC
2270,Châtillon-lès-Sons,1_ZIP
2240,Châtillon-sur-Oise,1_ZIP
2160,Chaudardes,4_ZAR
2200,Chaudun,2_ZAC
2300,Chauny,1_ZIP
2000,Chavignon,1_ZIP
2880,Chavigny,2_ZAC
2370,Chavonne,2_ZAC
2860,Chérêt,2_ZAC
2860,Chermizy-Ailles,2_ZAC
2220,Chéry-Chartreuve,4_ZAR
2000,Chéry-lès-Pouilly,2_ZAC
2360,Chéry-lès-Rozoy,1_ZIP
2250,Chevennes,1_ZIP
2000,Chevregny,2_ZAC
2270,Chevresis-Monceau,2_ZAC
2810,Chézy-en-Orxois,1_ZIP
2570,Chézy-sur-Marne,2_ZAC
2400,Chierry,2_ZAC
2120,Chigny,1_ZIP
2350,Chivres-en-Laonnois,2_ZAC
2880,Chivres-Val,2_ZAC
2000,Chivy-lès-Étouvelles,2_ZAC
2210,Chouy,1_ZIP
2130,Cierges,2_ZAC
2250,Cilly,1_ZIP
2220,Ciry-Salsogne,2_ZAC
2000,Clacy-et-Thierret,2_ZAC
2260,Clairfontaine,1_ZIP
2880,Clamecy,2_ZAC
2440,Clastres,1_ZIP
2340,Clermont-les-Fermes,2_ZAC
2600,Cœuvres-et-Valsery,2_ZAC
2210,Coincy,2_ZAC
2360,Coingt,1_ZIP
2860,Colligis-Crandelain,2_ZAC
2120,Colonfay,1_ZIP
2300,Commenchon,1_ZIP
2160,Concevreux,4_ZAR
2330,Condé-en-Brie,2_ZAC
2370,Condé-sur-Aisne,2_ZAC
2190,Condé-sur-Suippe,4_ZAR
2700,Condren,1_ZIP
2330,Connigis,2_ZAC
2680,Contescourt,1_ZIP
2820,Corbeny,4_ZAR
2600,Corcy,1_ZIP
2380,Coucy-le-Château-Auffrique,1_ZIP
2840,Coucy-lès-Eppes,2_ZAC
2380,Coucy-la-Ville,1_ZIP
2130,Coulonges-Cohan,2_ZAC
2130,Coulonges-Cohan,2_ZAC
2310,Coupru,1_ZIP
2800,Courbes,1_ZIP
2330,Courboin,2_ZAC
2220,Courcelles-sur-Vesle,4_ZAR
2810,Courchamps,2_ZAC
2200,Courmelles,2_ZAC
2130,Courmont,2_ZAC
2850,Courtemont-Varennes,4_ZAR
2820,Courtrizy-et-Fussigny,4_ZAR
2220,Couvrelles,2_ZAC
2270,Couvron-et-Aumencourt,2_ZAC
2600,Coyolles,1_ZIP
2130,Cramaille,2_ZAC
2160,Craonne,4_ZAR
2160,Craonnelle,4_ZAR
2380,Crécy-au-Mont,2_ZAC
2270,Crécy-sur-Serre,2_ZAC
2870,Crépy,2_ZAC
2650,Crézancy,2_ZAC
2110,Croix-Fonsomme,2_ZAC
2210,La Croix-sur-Ourcq,2_ZAC
2310,Crouttes-sur-Marne,1_ZIP
2880,Crouy,2_ZAC
2120,Crupilly,1_ZIP
2880,Cuffies,2_ZAC
2480,Cugny,1_ZIP
2350,Cuirieux,1_ZIP
2220,Cuiry-Housse,2_ZAC
2160,Cuiry-lès-Chaudardes,4_ZAR
2360,Cuiry-lès-Iviers,1_ZIP
2160,Cuissy-et-Geny,4_ZAR
2200,Cuisy-en-Almont,2_ZAC
2600,Cutry,2_ZAC
2220,Cys-la-Commune,2_ZAC
2140,Dagny-Lambercy,2_ZAC
2680,Dallon,1_ZIP
2470,Dammard,1_ZIP
2600,Dampleux,1_ZIP
2800,Danizy,1_ZIP
2270,Dercy,1_ZIP
2700,Deuillet,1_ZIP
2220,Dhuizel,4_ZAR
2340,Dizy-le-Gros,4_ZAR
2360,Dohis,1_ZIP
2360,Dolignon,2_ZAC
2600,Dommiers,2_ZAC
2310,Domptin,1_ZIP
2450,Dorengt,1_ZIP
2590,Douchy,1_ZIP
2130,Dravegny,4_ZAR
2210,Droizy,2_ZAC
2480,Dury,1_ZIP
2350,Ébouleau,1_ZIP
2500,Effry,1_ZIP
2260,Englancourt,2_ZAC
2290,Épagny,2_ZAC
2500,Éparcy,1_ZIP
2400,Épaux-Bézu,2_ZAC
2400,Épieds,2_ZAC
2540,L'Épine-aux-Bois,4_ZAR
2840,Eppes,2_ZAC
2250,Erlon,1_ZIP
2260,Erloy,1_ZIP
2170,Esquéhéries,1_ZIP
2690,Essigny-le-Grand,1_ZIP
2100,Essigny-le-Petit,4_ZAR
2570,Essises,2_ZAC
2400,Essômes-sur-Marne,2_ZAC
2420,Estrées,2_ZAC
2400,Étampes-sur-Marne,2_ZAC
2110,Étaves-et-Bocquiaux,2_ZAC
2000,Étouvelles,2_ZAC
2580,Étréaupont,2_ZAC
2590,Étreillers,4_ZAR
2400,Étrépilly,2_ZAC
2510,Étreux,1_ZIP
2190,Évergnicourt,4_ZAR
2600,Faverolles,1_ZIP
2100,Fayet,4_ZAR
2800,La Fère,1_ZIP
